Index,Site,Plot,Treatment,Individual,Trecruit,Tdeath,Species,Family,Life Form,alive
347,CAR,2,close,C32,78,84,Machaerium cf.,Fabaceae,tree,0
348,CAR,2,close,C33,78,84,Machaerium cf.,Fabaceae,tree,0
349,CAR,2,close,C34,78,84,Machaerium cf.,Fabaceae,tree,0
350,CAR,2,close,C35,78,84,Machaerium cf.,Fabaceae,tree,0
351,CAR,2,close,C36,78,84,Machaerium cf.,Fabaceae,tree,0
352,CAR,2,close,C37,78,84,Machaerium cf.,Fabaceae,tree,0
353,CAR,2,close,C38,78,84,Machaerium cf.,Fabaceae,tree,0
354,CAR,2,close,C39,78,84,Machaerium cf.,Fabaceae,tree,0
355,CAR,2,close,C40,78,84,Machaerium cf.,Fabaceae,tree,0
356,CAR,2,close,C41,78,84,Machaerium cf.,Fabaceae,tree,0
357,CAR,2,close,C42,78,84,Machaerium cf.,Fabaceae,tree,0
358,CAR,2,close,C43,78,84,Machaerium cf.,Fabaceae,tree,0
359,CAR,2,close,C44,78,84,Machaerium cf.,Fabaceae,tree,0
360,CAR,2,close,C45,78,84,Machaerium cf.,Fabaceae,tree,0
361,CAR,2,close,C46,78,84,Machaerium cf.,Fabaceae,tree,0
362,CAR,2,close,C47,78,84,Machaerium cf.,Fabaceae,tree,0
363,CAR,2,close,C48,78,84,Machaerium cf.,Fabaceae,tree,0
364,CAR,2,close,C49,78,84,Machaerium cf.,Fabaceae,tree,0
365,CAR,2,close,D1,0,6,Myrsine sp.,Primulaceae,tree,1
366,CAR,2,close,D2,0,84,Lacistema pubescens,Lacistemaceae,shrub,0
367,CAR,2,close,D3,0,12,Myrsine sp.,Primulaceae,tree,1
368,CAR,2,close,D4,0,84,Matayba guianensis,Sapindaceae,tree,0
369,CAR,2,close,D5,0,84,Myrsine sp.,Primulaceae,tree,0
370,CAR,2,close,D6,0,84,Philodendron sp.,Araceae,herb,0
371,CAR,2,close,D7,0,12,Euterpe edulis,Arecaceae,palm,1
372,CAR,2,close,D8,0,84,Eugenia cuprea,Myrtaceae,tree,0
373,CAR,2,close,D9,0,84,Goeppertia sp.,Marantaceae,herb,0
374,CAR,2,close,D10,0,84,Philodendron sp.,Araceae,herb,0
375,CAR,2,close,D11,0,84,Philodendron sp.,Araceae,herb,0
376,CAR,2,close,D12,0,24,Marantaceae sp.,Marantaceae,herb,1
377,CAR,2,close,D13,0,12,Marantaceae sp.,Marantaceae,herb,1
378,CAR,2,close,D14,0,36,Philodendron sp.,Araceae,herb,1
379,CAR,2,close,D15,0,12,Ocotea dispersa,Lauraceae,tree,1
380,CAR,2,close,D16,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
381,CAR,2,close,D17,0,84,Inga edulis,Fabaceae,tree,0
382,CAR,2,close,D18,18,30,Euterpe edulis,Arecaceae,palm,1
383,CAR,2,close,D19,24,42,Indeterminate sp.,Indeterminate,indeterminate,1
384,CAR,2,close,D20,24,54,Indeterminate sp.,Indeterminate,indeterminate,1
385,CAR,2,close,D21,24,84,Parodiolyra sp.,Poaceae,bamboo,0
386,CAR,2,close,D22,24,84,Myrtaceae sp.,Myrtaceae,tree,0
387,CAR,2,close,D23,24,30,Euterpe edulis,Arecaceae,palm,1
388,CAR,2,close,D24,24,30,Indeterminate sp.,Indeterminate,indeterminate,1
389,CAR,2,close,D25,24,30,Indeterminate sp.,Indeterminate,indeterminate,1
390,CAR,2,close,D26,30,84,Strychnos sp.,Loganiaceae,indeterminate,0
391,CAR,2,close,D27,30,54,Indeterminate sp.,Indeterminate,indeterminate,1
392,CAR,2,close,D28,36,84,Strychnos sp.,Loganiaceae,indeterminate,0
393,CAR,2,close,D29,36,84,Philodendron sp.,Araceae,herb,0
394,CAR,2,close,D30,36,66,Goeppertia sp.,Marantaceae,herb,1
395,CAR,2,close,D31,42,84,Coccocypselum sp.,Rubiaceae,herb,0
396,CAR,2,close,D32,42,60,Indeterminate sp.,Indeterminate,indeterminate,1
397,CAR,2,close,D33,48,54,Fabaceae sp.,Fabaceae,indeterminate,1
398,CAR,2,close,D34,48,84,Ocotea sp.,Lauraceae,tree,0
399,CAR,2,close,D35,48,84,Fabaceae sp.,Fabaceae,indeterminate,0
400,CAR,2,close,D36,54,84,Strychnos sp.,Loganiaceae,indeterminate,0
401,CAR,2,close,D37,54,84,Rubiaceae cf.,Rubiaceae cf.,indeterminate,0
402,CAR,2,close,D38,54,84,Indeterminate sp.,Indeterminate,indeterminate,0
403,CAR,2,close,D39,60,84,Indeterminate sp.,Indeterminate,indeterminate,0
404,CAR,2,close,D40,72,84,Mollinedia cf.,Monimiaceae,tree,0
405,CAR,2,close,D41,72,84,Indeterminate sp.,Indeterminate,liana,0
406,CAR,2,close,D42,78,84,Machaerium cf.,Fabaceae,tree,0
407,CAR,2,close,D43,78,84,Machaerium cf.,Fabaceae,tree,0
408,CAR,2,close,D44,78,84,Machaerium cf.,Fabaceae,tree,0
409,CAR,2,close,D45,78,84,Machaerium cf.,Fabaceae,tree,0
410,CAR,2,close,D46,78,84,Machaerium cf.,Fabaceae,tree,0
411,CAR,2,close,D47,78,84,Machaerium cf.,Fabaceae,tree,0
412,CAR,2,close,D48,78,84,Machaerium cf.,Fabaceae,tree,0
413,CAR,2,close,D49,78,84,Machaerium cf.,Fabaceae,tree,0
414,CAR,2,close,D50,78,84,Machaerium cf.,Fabaceae,tree,0
415,CAR,2,close,D51,78,84,Rubiaceae sp.,Rubiaceae,indeterminate,0
416,CAR,2,close,D52,78,84,Machaerium cf.,Fabaceae,tree,0
417,CAR,2,close,D53,78,84,Machaerium cf.,Fabaceae,tree,0
418,CAR,2,close,D54,78,84,Machaerium cf.,Fabaceae,tree,0
419,CAR,2,close,D55,78,84,Machaerium cf.,Fabaceae,tree,0
420,CAR,2,close,D56,78,84,Machaerium cf.,Fabaceae,tree,0
421,CAR,2,close,D57,78,84,Machaerium cf.,Fabaceae,tree,0
422,CAR,2,close,D58,78,84,Machaerium cf.,Fabaceae,tree,0
423,CAR,2,close,D59,78,84,Machaerium cf.,Fabaceae,tree,0
424,CAR,2,close,D60,78,84,Machaerium cf.,Fabaceae,tree,0
425,CAR,2,close,D61,78,84,Machaerium cf.,Fabaceae,tree,0
426,CAR,2,close,D62,78,84,Machaerium cf.,Fabaceae,tree,0
427,CAR,2,close,D63,78,84,Machaerium cf.,Fabaceae,tree,0
428,CAR,2,close,D64,78,84,Machaerium cf.,Fabaceae,tree,0
429,CAR,2,close,D65,78,84,Machaerium cf.,Fabaceae,tree,0
430,CAR,2,close,D66,78,84,Machaerium cf.,Fabaceae,tree,0
431,CAR,2,close,D67,84,84,Philodendron sp.,Araceae,herb,0
432,CAR,2,close,H1,0,84,Marlierea obscura,Myrtaceae,tree,0
433,CAR,2,close,H2,0,6,Ocotea dispersa,Lauraceae,tree,1
434,CAR,2,close,H3,0,84,Goeppertia sp.,Marantaceae,herb,0
435,CAR,2,close,H4,0,24,Araceae sp.,Araceae,herb,1
436,CAR,2,close,H5,0,84,Maytenus robusta,Celastraceae,tree,0
437,CAR,2,close,H6,0,54,Rubiaceae sp. 1,Rubiaceae,indeterminate,1
438,CAR,2,close,H7,0,6,Araceae sp.,Araceae,herb,1
439,CAR,2,close,H8,0,12,Goeppertia sp.,Marantaceae,herb,1
440,CAR,2,close,H9,0,24,Metrodorea nigra,Rutaceae,tree,1
441,CAR,2,close,H10,0,6,Goeppertia sp.,Marantaceae,herb,1
442,CAR,2,close,H11,0,6,Araceae sp.,Araceae,herb,1
443,CAR,2,close,H12,0,54,Sloanea guianensis,Elaeocarpaceae,tree,1
444,CAR,2,close,H13,0,66,Araceae sp.,Araceae,herb,1
445,CAR,2,close,H15,0,84,Virola gardneri ,Myristicaceae,tree,0
446,CAR,2,close,H16,0,18,Rubiaceae sp. 1,Rubiaceae,indeterminate,1
447,CAR,2,close,H17,6,84,Actnostemon cf.,Rutaceae cf.,tree,0
448,CAR,2,close,H18,18,84,Virola sp.,Myristicaceae,tree,0
449,CAR,2,close,H19,18,84,Goeppertia sp.,Marantaceae,herb,0
450,CAR,2,close,H20,18,84,Goeppertia sp.,Marantaceae,herb,0
451,CAR,2,close,H21,30,66,Eugenia sp.,Myrtaceae,tree,1
452,CAR,2,close,H22,30,66,Acanthaceae sp.,Acanthaceae,herb,1
453,CAR,2,close,H23,30,60,Indeterminate sp.,Indeterminate,indeterminate,1
454,CAR,2,close,H24,36,84,Strychnos sp.,Loganiaceae,indeterminate,0
455,CAR,2,close,H25,42,84,Strychnos sp.,Loganiaceae,indeterminate,0
456,CAR,2,close,H26,42,84,Indeterminate sp.,Indeterminate,indeterminate,0
457,CAR,2,close,H27,48,60,Fabaceae sp.,Fabaceae,indeterminate,1
458,CAR,2,close,H28,48,54,Fabaceae sp.,Fabaceae,indeterminate,1
459,CAR,2,close,H29,48,66,Fabaceae sp.,Fabaceae,indeterminate,1
460,CAR,2,close,H30,48,54,Fabaceae sp.,Fabaceae,indeterminate,1
461,CAR,2,close,H31,60,78,Indeterminate sp.,Indeterminate,indeterminate,1
462,CAR,2,close,H32,60,72,Indeterminate sp.,Indeterminate,indeterminate,1
463,CAR,2,close,H33,66,84,Strychnos sp.,Loganiaceae,indeterminate,0
464,CAR,2,close,H34,66,84,Virola bicuhyba,Myristicaceae,tree,0
465,CAR,2,close,H35,72,84,Coccocypselum sp.,Rubiaceae,herb,0
466,CAR,2,close,H36,78,84,Machaerium cf.,Fabaceae,tree,0
467,CAR,2,close,H37,78,84,Machaerium cf.,Fabaceae,tree,0
468,CAR,2,close,H38,78,84,Machaerium cf.,Fabaceae,tree,0
469,CAR,2,close,H39,78,84,Machaerium cf.,Fabaceae,tree,0
470,CAR,2,close,H40,78,84,Machaerium cf.,Fabaceae,tree,0
471,CAR,2,close,H41,78,84,Machaerium cf.,Fabaceae,tree,0
472,CAR,2,close,H42,78,84,Machaerium cf.,Fabaceae,tree,0
473,CAR,2,close,H43,78,84,Machaerium cf.,Fabaceae,tree,0
474,CAR,2,close,H44,78,84,Machaerium cf.,Fabaceae,tree,0
475,CAR,2,close,H45,78,84,Machaerium cf.,Fabaceae,tree,0
476,CAR,2,close,H46,78,84,Machaerium cf.,Fabaceae,tree,0
477,CAR,2,close,H47,78,84,Machaerium cf.,Fabaceae,tree,0
478,CAR,2,close,H48,78,84,Machaerium cf.,Fabaceae,tree,0
479,CAR,2,close,H49,78,84,Machaerium cf.,Fabaceae,tree,0
483,CAR,2,close,H53,78,84,Machaerium cf.,Fabaceae,tree,0
484,CAR,2,close,H54,84,84,Mollinedia sp.,Monimiaceae,tree,0
485,CAR,2,close,H55,84,84,Philodendron sp.,Araceae,herb,0
486,CAR,3,open,C1,0,12,Piptadenia sp.,Fabaceae,tree,1
487,CAR,3,open,C2,0,66,Heisteria cf. silvianii,Olacaceae,tree,1
488,CAR,3,open,C3,12,18,Indeterminate sp.,Indeterminate,indeterminate,1
489,CAR,3,open,C4,12,36,Piptadenia sp.,Fabaceae,tree,1
490,CAR,3,open,C5,30,36,Indeterminate sp.,Indeterminate,indeterminate,1
491,CAR,3,open,C6,36,54,Indeterminate sp.,Indeterminate,indeterminate,1
492,CAR,3,open,C7,36,66,Sloanea cf.,Elaeocarpaceae,tree,1
493,CAR,3,open,C8,42,66,Eugenia cuprea,Myrtaceae,tree,1
494,CAR,3,open,C9,42,84,Sloanea cf.,Elaeocarpaceae,tree,0
495,CAR,3,open,C10,42,84,Eugenia cuprea,Myrtaceae,tree,0
496,CAR,3,open,C11,54,66,Indeterminate sp.,Indeterminate,indeterminate,1
497,CAR,3,open,C12,54,60,Myrtaceae cf.,Myrtaceae cf.,indeterminate,1
498,CAR,3,open,C13,66,78,Indeterminate sp.,Indeterminate,indeterminate,1
499,CAR,3,open,D1,0,54,Euterpe edulis,Arecaceae,palm,1
500,CAR,3,open,D2,0,6,Euterpe edulis,Arecaceae,palm,1
501,CAR,3,open,D3,0,84,Goeppertia sp.,Marantaceae,herb,0
502,CAR,3,open,D4,0,84,Psychotria nuda ,Rubiaceae,shrub,0
503,CAR,3,open,D5,0,12,Psychotria nuda ,Rubiaceae,shrub,1
504,CAR,3,open,D6,0,12,Piptadenia sp.,Fabaceae,tree,1
505,CAR,3,open,D7,0,84,Euterpe edulis,Arecaceae,palm,0
506,CAR,3,open,D8,0,12,Euterpe edulis,Arecaceae,palm,1
507,CAR,3,open,D9,0,18,Mollinedia schottiana,Monimiaceae,tree,1
508,CAR,3,open,D10,0,12,Ocotea dispersa,Lauraceae,tree,1
509,CAR,3,open,D11,12,48,Euterpe edulis,Arecaceae,palm,1
510,CAR,3,open,D12,12,18,Indeterminate sp.,Indeterminate,indeterminate,1
511,CAR,3,open,D13,30,36,Indeterminate sp.,Indeterminate,indeterminate,1
512,CAR,3,open,D14,30,36,Piptadenia sp.,Fabaceae,tree,1
513,CAR,3,open,D15,42,66,Rubiaceae cf.,Rubiaceae cf.,indeterminate,1
514,CAR,3,open,D16,48,84,Psychotria sp.,Rubiaceae,indeterminate,0
515,CAR,3,open,D17,48,84,Parapiptadenia sp.,Fabaceae,tree,0
516,CAR,3,open,D18,72,84,Hirtella hebeclada,Chysobalanaceae,tree,0
517,CAR,3,open,D19,72,84,Inga sp.,Fabaceae,tree,0
518,CAR,3,open,H1,0,84,Ocotea dispersa,Lauraceae,tree,0
519,CAR,3,open,H2,0,12,Euterpe edulis,Arecaceae,palm,1
520,CAR,3,open,H3,0,6,Eugenia sulcata,Myrtaceae,tree,1
521,CAR,3,open,H4,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate,1
522,CAR,3,open,H5,0,12,Sorocea bonplandii,Moraceae,tree,1
523,CAR,3,open,H6,0,84,Psychotria nuda ,Rubiaceae,shrub,0
524,CAR,3,open,H7,0,84,Euterpe edulis,Arecaceae,palm,0
525,CAR,3,open,H8,0,12,Euterpe edulis,Arecaceae,palm,1
526,CAR,3,open,H9,12,42,Sorocea bonplandii,Moraceae,tree,1
527,CAR,3,open,H10,18,54,Indeterminate sp.,Indeterminate,indeterminate,1
528,CAR,3,open,H11,18,30,Indeterminate sp.,Indeterminate,indeterminate,1
529,CAR,3,open,H12,24,84,Euterpe edulis,Arecaceae,palm,0
530,CAR,3,open,H13,24,36,Indeterminate sp.,Indeterminate,indeterminate,1
531,CAR,3,open,H14,30,54,Rubiaceae sp.,Rubiaceae,indeterminate,1
532,CAR,3,open,H15,36,48,Eugenia sp.,Myrtaceae,tree,1
533,CAR,3,open,H16,48,60,Cupania sp.,Sapindaceae,tree,1
534,CAR,3,open,H17,48,84,Cupania sp.,Sapindaceae,tree,0
535,CAR,3,open,H18,66,84,Astrocaryum aculeatissimum,Arecaceae,palm,0
536,CAR,3,open,H19,72,84,Philodendron sp.,Araceae,herb,0
537,CAR,3,open,H20,72,84,Psychotria nuda ,Rubiaceae,shrub,0
538,CAR,3,open,H21,72,84,Psychotria nuda ,Rubiaceae,shrub,0
539,CAR,3,close,C1,0,84,Heliconia velloziana,Heliconiaceae,herb,0
540,CAR,3,close,C2,0,42,Eugenia cuprea,Myrtaceae,tree,1
541,CAR,3,close,C3,0,84,Parodiolyra sp.,Poaceae,bamboo,0
542,CAR,3,close,C4,0,84,Goeppertia sp.,Marantaceae,herb,0
543,CAR,3,close,C5,0,84,Goeppertia sp.,Marantaceae,herb,0
544,CAR,3,close,C6,0,48,Euterpe edulis,Arecaceae,palm,1
545,CAR,3,close,C7,0,84,Fabaceae sp. 1,Fabaceae,indeterminate,0
546,CAR,3,close,C8,0,36,Eugenia cuprea,Myrtaceae,tree,1
547,CAR,3,close,C9,0,60,Eugenia cuprea,Myrtaceae,tree,1
548,CAR,3,close,C10,0,6,Euterpe edulis,Arecaceae,palm,1
549,CAR,3,close,C11,0,66,Piptadenia sp.,Fabaceae,tree,1
550,CAR,3,close,C12,18,30,Indeterminate sp.,Indeterminate,indeterminate,1
551,CAR,3,close,C13,18,84,Rubiaceae sp.,Rubiaceae,indeterminate,0
552,CAR,3,close,C14,18,60,Indeterminate sp.,Indeterminate,indeterminate,1
553,CAR,3,close,C15,24,30,Indeterminate sp.,Indeterminate,indeterminate,1
554,CAR,3,close,C16,30,84,Eugenia cuprea,Myrtaceae,tree,0
555,CAR,3,close,C17,36,54,Euterpe edulis,Arecaceae,palm,1
556,CAR,3,close,C18,36,84,Dalbergia cf.,Fabaceae,tree,0
557,CAR,3,close,C19,48,66,Eugenia cuprea,Myrtaceae,tree,1
558,CAR,3,close,C20,48,66,Sloanea sp.,Elaeocarpaceae,tree,1
559,CAR,3,close,C21,60,84,Coccocypselum sp.,Rubiaceae,herb,0
560,CAR,3,close,C22,66,84,Fabaceae sp.,Fabaceae,indeterminate,0
561,CAR,3,close,C23,66,84,Indeterminate sp.,Indeterminate,indeterminate,0
562,CAR,3,close,C24,84,84,Eugenia cuprea,Myrtaceae,tree,0
563,CAR,3,close,D1,0,84,Goeppertia sp.,Marantaceae,herb,0
564,CAR,3,close,D2,0,6,Ocotea dispersa,Lauraceae,tree,1
565,CAR,3,close,D3,0,84,Rudgea sp.,Rubiaceae,shrub,0
566,CAR,3,close,D4,0,6,Psychotria nuda ,Rubiaceae,shrub,1
567,CAR,3,close,D5,0,54,Sorocea sp.,Moraceae,tree,1
568,CAR,3,close,D6,0,42,Psychotria nuda ,Rubiaceae,shrub,1
569,CAR,3,close,D7,0,66,Eugenia cuprea,Myrtaceae,tree,1
570,CAR,3,close,D8,0,84,Dichorisandra sp.,Commelinaceae,herb,0
571,CAR,3,close,D9,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate,1
572,CAR,3,close,D10,12,60,Indeterminate sp.,Indeterminate,indeterminate,1
573,CAR,3,close,D11,12,30,Indeterminate sp.,Indeterminate,indeterminate,1
574,CAR,3,close,D12,12,66,Sorocea bonplandii,Moraceae,tree,1
575,CAR,3,close,D14,24,84,Coccocypselum sp.,Rubiaceae,herb,0
576,CAR,3,close,D15,24,36,Indeterminate sp.,Indeterminate,indeterminate,1
577,CAR,3,close,D16,36,84,Mollinedia schottiana,Monimiaceae,tree,0
578,CAR,3,close,D17,36,66,Psychotria nuda ,Rubiaceae,shrub,1
579,CAR,3,close,D18,48,84,Indeterminate sp.,Indeterminate,indeterminate,0
580,CAR,3,close,D19,66,84,Eugenia cuprea,Myrtaceae,tree,0
581,CAR,3,close,D20,78,84,Sorocea cf.,Moraceae,tree,0
582,CAR,3,close,D21,78,84,Indeterminate sp.,Indeterminate,indeterminate,0
583,CAR,3,close,H1,0,54,Ocotea dispersa,Lauraceae,tree,1
584,CAR,3,close,H2,0,84,Eugenia cuprea,Myrtaceae,tree,0
585,CAR,3,close,H3,0,66,Araceae sp.,Araceae,herb,1
586,CAR,3,close,H4,0,84,Araceae sp.,Araceae,herb,0
587,CAR,3,close,H5,0,60,Eugenia cuprea,Myrtaceae,tree,1
588,CAR,3,close,H6,0,66,Mollinedia schottiana,Monimiaceae,tree,1
589,CAR,3,close,H7,0,30,Eugenia cuprea,Myrtaceae,tree,1
590,CAR,3,close,H8,0,84,Guarea sp.,Meliaceae,tree,0
591,CAR,3,close,H9,0,42,Heliconia velloziana,Heliconiaceae,herb,1
592,CAR,3,close,H10,0,84,Polypodiaceae sp.,Polypodiaceae,herb,0
593,CAR,3,close,H11,0,84,Heliconia velloziana,Heliconiaceae,herb,0
594,CAR,3,close,H12,24,84,Eugenia cuprea,Myrtaceae,tree,0
595,CAR,3,close,H13,24,30,Indeterminate sp.,Indeterminate,indeterminate,1
596,CAR,3,close,H14,30,72,Myrtaceae sp.,Myrtaceae,tree,1
597,CAR,3,close,H15,30,66,Eugenia cuprea,Myrtaceae,tree,1
598,CAR,3,close,H16,36,84,Eugenia sp.,Myrtaceae,tree,0
599,CAR,3,close,H17,42,84,Indeterminate sp.,Indeterminate,indeterminate,0
600,CAR,3,close,H18,42,84,Indeterminate sp.,Indeterminate,indeterminate,0
601,CAR,3,close,H19,42,84,Mollinedia sp.,Monimiaceae,tree,0
602,CAR,3,close,H20,48,78,Geonoma sp.,Arecaceae,palm,1
603,CAR,3,close,H21,60,66,Eugenia cuprea,Myrtaceae,tree,1
604,CAR,3,close,H22,66,84,Myrtaceae sp.,Myrtaceae,tree,0
605,CAR,3,close,H23,66,84,Mollinedia sp.,Monimiaceae,tree,0
606,CAR,3,close,H24,66,84,Indeterminate sp.,Indeterminate,indeterminate,0
607,CAR,3,close,H25,66,84,Philodendron sp.,Araceae,herb,0
608,CAR,3,close,H26,66,84,Philodendron sp.,Araceae,herb,0
609,CAR,3,close,H27,72,84,Eugenia cuprea,Myrtaceae,tree,0
610,CAR,4,open,C1,0,84,Geonoma pauciflora,Arecaceae,palm,0
611,CAR,4,open,C2,0,84,Geonoma pauciflora,Arecaceae,palm,0
612,CAR,4,open,C3,0,24,Psychotria nuda ,Rubiaceae,shrub,1
613,CAR,4,open,C4,0,84,Geonoma pauciflora,Arecaceae,palm,0
614,CAR,4,open,C5,0,48,Philodendron sp.,Araceae,herb,1
615,CAR,4,open,C6,0,60,Araceae sp.,Araceae,herb,1
616,CAR,4,open,C7,0,24,Geonoma pauciflora,Arecaceae,palm,1
617,CAR,4,open,C8,30,42,Garcinia gardneriana,Clusiaceae,tree,1
618,CAR,4,open,C9,48,54,Indeterminate sp.,Indeterminate,indeterminate,1
619,CAR,4,open,C10,66,84,Hirtella hebeclada,Chysobalanaceae,tree,0
620,CAR,4,open,D1,0,84,Marlierea obscura,Myrtaceae,tree,0
621,CAR,4,open,D2,0,84,Apocynaceae sp. 1,Apocynaceae,liana,0
622,CAR,4,open,D3,0,66,Eugenia cuprea,Myrtaceae,tree,1
623,CAR,4,open,D4,0,66,Rubiaceae sp. 1,Rubiaceae,indeterminate,1
624,CAR,4,open,D5,0,36,Araceae sp.,Araceae,herb,1
625,CAR,4,open,D6,0,24,Araceae sp.,Araceae,herb,1
626,CAR,4,open,D7,0,24,Mollinedia schottiana,Monimiaceae,tree,1
627,CAR,4,open,D8,0,6,Indeterminate sp.,Indeterminate,indeterminate,1
628,CAR,4,open,D9,0,18,Coccocypselum sp.,Rubiaceae,herb,1
629,CAR,4,open,D10,0,12,Marlierea obscura,Myrtaceae,tree,1
630,CAR,4,open,D11,0,12,Rubiaceae sp. 1,Rubiaceae,indeterminate,1
631,CAR,4,open,D12,0,84,Psychotria nuda ,Rubiaceae,shrub,0
632,CAR,4,open,D13,12,18,Indeterminate sp.,Indeterminate,indeterminate,1
633,CAR,4,open,D14,18,42,Indeterminate sp.,Indeterminate,indeterminate,1
634,CAR,4,open,D15,24,30,Indeterminate sp.,Indeterminate,indeterminate,1
635,CAR,4,open,D16,24,84,Coccocypselum sp.,Rubiaceae,herb,0
636,CAR,4,open,D17,30,84,Coccocypselum sp.,Rubiaceae,herb,0
637,CAR,4,open,D18,30,84,Coccocypselum sp.,Rubiaceae,herb,0
638,CAR,4,open,D19,30,84,Philodendron sp.,Araceae,herb,0
639,CAR,4,open,D20,30,84,Philodendron sp.,Araceae,herb,0
640,CAR,4,open,D21,72,84,Philodendron sp.,Araceae,herb,0
641,CAR,4,open,D22,72,84,Philodendron sp.,Araceae,herb,0
642,CAR,4,open,H1,0,36,Heisteria silvianii,Olacaceae,tree,1
643,CAR,4,open,H2,0,84,Eugenia mosenii,Myrtaceae,tree,0
644,CAR,4,open,H3,0,84,Myrtaceae sp.,Myrtaceae,tree,0
645,CAR,4,open,H4,0,84,Mollinedia schottiana,Monimiaceae,tree,0
646,CAR,4,open,H5,0,84,Dendropanax sp.,Araliaceae,tree,0
647,CAR,4,open,H6,0,24,Rubiaceae sp. 1,Rubiaceae,indeterminate,1
648,CAR,4,open,H7,0,84,Hirtella hebeclada,Chysobalanaceae,tree,0
649,CAR,4,open,H8,0,84,Philodendron sp.,Araceae,herb,0
650,CAR,4,open,H9,0,84,Coccocypselum sp.,Rubiaceae,herb,0
651,CAR,4,open,H10,0,6,Garcinia gardneriana,Clusiaceae,tree,1
652,CAR,4,open,H11,0,78,Psychotria nuda ,Rubiaceae,shrub,1
653,CAR,4,open,H12,0,84,Psychotria nuda ,Rubiaceae,shrub,0
654,CAR,4,open,H13,0,84,Psychotria nuda ,Rubiaceae,shrub,0
655,CAR,4,open,H14,0,12,Psychotria nuda ,Rubiaceae,shrub,1
656,CAR,4,open,H15,0,78,Dalbergia sp.,Fabaceae,tree,1
657,CAR,4,open,H15´,24,36,Psychotria nuda ,Rubiaceae,shrub,1
658,CAR,4,open,H16,0,24,Mollinedia schottiana,Monimiaceae,tree,1
659,CAR,4,open,H17,0,6,Guapira opposita,Nyctaginaceae,tree,1
660,CAR,4,open,H18,0,30,Mollinedia schottiana,Monimiaceae,tree,1
661,CAR,4,open,H19,0,24,Polypodiaceae sp.,Polypodiaceae,herb,1
662,CAR,4,open,H20,0,24,Psychotria nuda ,Rubiaceae,shrub,1
663,CAR,4,open,H21,0,84,Dendropanax sp.,Araliaceae,tree,0
664,CAR,4,open,H22,0,60,Psychotria nuda ,Rubiaceae,shrub,1
665,CAR,4,open,H23,0,36,Garcinia gardneriana,Clusiaceae,tree,1
666,CAR,4,open,H24,6,24,Indeterminate sp.,Indeterminate,indeterminate,1
667,CAR,4,open,H25,12,84,Dichorisandra sp.,Commelinaceae,herb,0
668,CAR,4,open,H26,24,84,Geonoma pauciflora,Arecaceae,palm,0
669,CAR,4,open,H27,24,48,Garcinia gardneriana,Clusiaceae,tree,1
670,CAR,4,open,H28,30,48,Psychotria nuda ,Rubiaceae,shrub,1
671,CAR,4,open,H29,30,72,Indeterminate sp.,Indeterminate,indeterminate,1
672,CAR,4,open,H30,30,66,Garcinia gardneriana,Clusiaceae,tree,1
673,CAR,4,open,H31,30,84,Garcinia gardneriana,Clusiaceae,tree,0
674,CAR,4,open,H32,30,54,Garcinia gardneriana,Clusiaceae,tree,1
675,CAR,4,open,H33,36,60,Garcinia gardneriana,Clusiaceae,tree,1
676,CAR,4,open,H34,42,84,Coccocypselum sp.,Rubiaceae,herb,0
677,CAR,4,open,H35,42,84,Coccocypselum sp.,Rubiaceae,herb,0
678,CAR,4,open,H36,42,48,Indeterminate sp.,Indeterminate,indeterminate,1
679,CAR,4,open,H37,48,66,Schnella sp.,Fabaceae,liana,1
680,CAR,4,open,H38,48,78,Lamiaceae sp.,Lamiaceae,indeterminate,1
681,CAR,4,open,H39,60,84,Garcinia gardneriana,Clusiaceae,tree,0
682,CAR,4,open,H40,66,84,Myrtaceae sp.,Myrtaceae,tree,0
683,CAR,4,open,H41,66,84,Psychotria nuda ,Rubiaceae,shrub,0
684,CAR,4,close,C1,0,24,Garcinia gardneriana,Clusiaceae,tree,1
685,CAR,4,close,C2,0,84,Coccocypselum sp.,Rubiaceae,herb,0
686,CAR,4,close,C3,0,6,Rubiaceae sp. 1,Rubiaceae,indeterminate,1
687,CAR,4,close,C4,0,18,Geonoma pauciflora,Arecaceae,palm,1
688,CAR,4,close,C5,0,84,Garcinia gardneriana,Clusiaceae,tree,0
689,CAR,4,close,C6,0,84,Rubiaceae sp. 1,Rubiaceae,indeterminate,0
690,CAR,4,close,C7,0,84,Eugenia cerasiflora,Myrtaceae,tree,0
691,CAR,4,close,C8,12,24,Indeterminate sp.,Indeterminate,indeterminate,1
692,CAR,4,close,C9,12,24,Indeterminate sp.,Indeterminate,indeterminate,1
693,CAR,4,close,C10,18,84,Garcinia gardneriana,Clusiaceae,tree,0
694,CAR,4,close,C11,24,54,Garcinia gardneriana,Clusiaceae,tree,1
695,CAR,4,close,C12,24,84,Piper sp.,Piperaceae,herb,0
696,CAR,4,close,C13,24,84,Garcinia gardneriana,Clusiaceae,tree,0
697,CAR,4,close,C14,24,60,Garcinia gardneriana,Clusiaceae,tree,1
698,CAR,4,close,C15,24,66,Garcinia gardneriana,Clusiaceae,tree,1
