Site,Treatment,Plot,PlotID,Species,species_new,Abundances,Month,Time
CAR,closed,2,CAR_closed_2_T6,Virola gardneri,Virola gardneri,1,T6,NA
CAR,closed,2,CAR_closed_2_T60,Eugenia cuprea,Eugenia cuprea,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Euterpe edulis,Euterpe edulis,0,T60,NA
CAR,closed,2,CAR_closed_2_T60,Guapira opposita,Guapira opposita,0,T60,NA
CAR,closed,2,CAR_closed_2_T60,Inga edulis,Inga edulis,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Lacistema pubescens,Lacistema pubescens,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Marlierea obscura,Marlierea obscura,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Matayba guianensis,Matayba guianensis,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Maytenus robusta,Maytenus robusta,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Metrodorea nigra,Metrodorea nigra,0,T60,NA
CAR,closed,2,CAR_closed_2_T60,Mollinedia schottiana,Mollinedia schottiana,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Ouratea parviflora,Ouratea parviflora,3,T60,NA
CAR,closed,2,CAR_closed_2_T60,Sloanea guianensis,Sloanea guianensis,2,T60,NA
CAR,closed,2,CAR_closed_2_T60,Strychnos trinervis,Strychnos trinervis,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Virola bicuhyba,Virola bicuhyba,1,T60,NA
CAR,closed,2,CAR_closed_2_T60,Virola gardneri,Virola gardneri,1,T60,NA
CAR,closed,2,CAR_closed_2_T66,Eugenia cuprea,Eugenia cuprea,1,T66,NA
CAR,closed,2,CAR_closed_2_T66,Euterpe edulis,Euterpe edulis,0,T66,NA
CAR,closed,2,CAR_closed_2_T66,Guapira opposita,Guapira opposita,0,T66,NA
CAR,closed,2,CAR_closed_2_T66,Inga edulis,Inga edulis,1,T66,NA
CAR,closed,2,CAR_closed_2_T66,Lacistema pubescens,Lacistema pubescens,1,T66,NA
CAR,closed,2,CAR_closed_2_T66,Marlierea obscura,Marlierea obscura,1,T66,NA
CAR,closed,2,CAR_closed_2_T66,Matayba guianensis,Matayba guianensis,1,T66,NA
CAR,closed,2,CAR_closed_2_T66,Maytenus robusta,Maytenus robusta,1,T66,NA
CAR,closed,2,CAR_closed_2_T66,Metrodorea nigra,Metrodorea nigra,0,T66,NA
CAR,closed,2,CAR_closed_2_T66,Mollinedia schottiana,Mollinedia schottiana,1,T66,NA
CAR,closed,2,CAR_closed_2_T66,Ouratea parviflora,Ouratea parviflora,3,T66,NA
CAR,closed,2,CAR_closed_2_T66,Sloanea guianensis,Sloanea guianensis,2,T66,NA
CAR,closed,2,CAR_closed_2_T66,Strychnos trinervis,Strychnos trinervis,0,T66,NA
CAR,closed,2,CAR_closed_2_T66,Virola bicuhyba,Virola bicuhyba,2,T66,NA
CAR,closed,2,CAR_closed_2_T66,Virola gardneri,Virola gardneri,1,T66,NA
CAR,closed,2,CAR_closed_2_T72,Eugenia cuprea,Eugenia cuprea,1,T72,NA
CAR,closed,2,CAR_closed_2_T72,Euterpe edulis,Euterpe edulis,0,T72,NA
CAR,closed,2,CAR_closed_2_T72,Guapira opposita,Guapira opposita,0,T72,NA
CAR,closed,2,CAR_closed_2_T72,Inga edulis,Inga edulis,1,T72,NA
CAR,closed,2,CAR_closed_2_T72,Lacistema pubescens,Lacistema pubescens,1,T72,NA
CAR,closed,2,CAR_closed_2_T72,Marlierea obscura,Marlierea obscura,1,T72,NA
CAR,closed,2,CAR_closed_2_T72,Matayba guianensis,Matayba guianensis,1,T72,NA
CAR,closed,2,CAR_closed_2_T72,Maytenus robusta,Maytenus robusta,1,T72,NA
CAR,closed,2,CAR_closed_2_T72,Metrodorea nigra,Metrodorea nigra,0,T72,NA
CAR,closed,2,CAR_closed_2_T72,Mollinedia schottiana,Mollinedia schottiana,1,T72,NA
CAR,closed,2,CAR_closed_2_T72,Ouratea parviflora,Ouratea parviflora,3,T72,NA
CAR,closed,2,CAR_closed_2_T72,Sloanea guianensis,Sloanea guianensis,2,T72,NA
CAR,closed,2,CAR_closed_2_T72,Strychnos trinervis,Strychnos trinervis,0,T72,NA
CAR,closed,2,CAR_closed_2_T72,Virola bicuhyba,Virola bicuhyba,2,T72,NA
CAR,closed,2,CAR_closed_2_T72,Virola gardneri,Virola gardneri,1,T72,NA
CAR,closed,2,CAR_closed_2_T78,Eugenia cuprea,Eugenia cuprea,1,T78,NA
CAR,closed,2,CAR_closed_2_T78,Euterpe edulis,Euterpe edulis,0,T78,NA
CAR,closed,2,CAR_closed_2_T78,Guapira opposita,Guapira opposita,0,T78,NA
CAR,closed,2,CAR_closed_2_T78,Inga edulis,Inga edulis,1,T78,NA
CAR,closed,2,CAR_closed_2_T78,Lacistema pubescens,Lacistema pubescens,1,T78,NA
CAR,closed,2,CAR_closed_2_T78,Marlierea obscura,Marlierea obscura,1,T78,NA
CAR,closed,2,CAR_closed_2_T78,Matayba guianensis,Matayba guianensis,1,T78,NA
CAR,closed,2,CAR_closed_2_T78,Maytenus robusta,Maytenus robusta,1,T78,NA
CAR,closed,2,CAR_closed_2_T78,Metrodorea nigra,Metrodorea nigra,0,T78,NA
CAR,closed,2,CAR_closed_2_T78,Mollinedia schottiana,Mollinedia schottiana,1,T78,NA
CAR,closed,2,CAR_closed_2_T78,Ouratea parviflora,Ouratea parviflora,3,T78,NA
CAR,closed,2,CAR_closed_2_T78,Sloanea guianensis,Sloanea guianensis,2,T78,NA
CAR,closed,2,CAR_closed_2_T78,Strychnos trinervis,Strychnos trinervis,0,T78,NA
CAR,closed,2,CAR_closed_2_T78,Virola bicuhyba,Virola bicuhyba,2,T78,NA
CAR,closed,2,CAR_closed_2_T78,Virola gardneri,Virola gardneri,1,T78,NA
CAR,closed,2,CAR_closed_2_T84,Eugenia cuprea,Eugenia cuprea,1,T84,NA
CAR,closed,2,CAR_closed_2_T84,Euterpe edulis,Euterpe edulis,0,T84,NA
CAR,closed,2,CAR_closed_2_T84,Guapira opposita,Guapira opposita,0,T84,NA
CAR,closed,2,CAR_closed_2_T84,Inga edulis,Inga edulis,1,T84,NA
CAR,closed,2,CAR_closed_2_T84,Lacistema pubescens,Lacistema pubescens,1,T84,NA
CAR,closed,2,CAR_closed_2_T84,Marlierea obscura,Marlierea obscura,1,T84,NA
CAR,closed,2,CAR_closed_2_T84,Matayba guianensis,Matayba guianensis,1,T84,NA
CAR,closed,2,CAR_closed_2_T84,Maytenus robusta,Maytenus robusta,1,T84,NA
CAR,closed,2,CAR_closed_2_T84,Metrodorea nigra,Metrodorea nigra,0,T84,NA
CAR,closed,2,CAR_closed_2_T84,Mollinedia schottiana,Mollinedia schottiana,1,T84,NA
CAR,closed,2,CAR_closed_2_T84,Ouratea parviflora,Ouratea parviflora,3,T84,NA
CAR,closed,2,CAR_closed_2_T84,Sloanea guianensis,Sloanea guianensis,2,T84,NA
CAR,closed,2,CAR_closed_2_T84,Strychnos trinervis,Strychnos trinervis,0,T84,NA
CAR,closed,2,CAR_closed_2_T84,Virola bicuhyba,Virola bicuhyba,2,T84,NA
CAR,closed,2,CAR_closed_2_T84,Virola gardneri,Virola gardneri,1,T84,NA
CAR,closed,2,CAR_closed_2_T90,Eugenia cuprea,Eugenia cuprea,1,T90,NA
CAR,closed,2,CAR_closed_2_T90,Euterpe edulis,Euterpe edulis,0,T90,NA
CAR,closed,2,CAR_closed_2_T90,Guapira opposita,Guapira opposita,0,T90,NA
CAR,closed,2,CAR_closed_2_T90,Inga edulis,Inga edulis,1,T90,NA
CAR,closed,2,CAR_closed_2_T90,Lacistema pubescens,Lacistema pubescens,1,T90,NA
CAR,closed,2,CAR_closed_2_T90,Marlierea obscura,Marlierea obscura,1,T90,NA
CAR,closed,2,CAR_closed_2_T90,Matayba guianensis,Matayba guianensis,1,T90,NA
CAR,closed,2,CAR_closed_2_T90,Maytenus robusta,Maytenus robusta,1,T90,NA
CAR,closed,2,CAR_closed_2_T90,Metrodorea nigra,Metrodorea nigra,0,T90,NA
CAR,closed,2,CAR_closed_2_T90,Mollinedia schottiana,Mollinedia schottiana,1,T90,NA
CAR,closed,2,CAR_closed_2_T90,Ouratea parviflora,Ouratea parviflora,3,T90,NA
CAR,closed,2,CAR_closed_2_T90,Sloanea guianensis,Sloanea guianensis,2,T90,NA
CAR,closed,2,CAR_closed_2_T90,Strychnos trinervis,Strychnos trinervis,0,T90,NA
CAR,closed,2,CAR_closed_2_T90,Virola bicuhyba,Virola bicuhyba,2,T90,NA
CAR,closed,2,CAR_closed_2_T90,Virola gardneri,Virola gardneri,1,T90,NA
CAR,closed,2,CAR_closed_2_T96,Eugenia cuprea,Eugenia cuprea,1,T96,NA
CAR,closed,2,CAR_closed_2_T96,Euterpe edulis,Euterpe edulis,0,T96,NA
CAR,closed,2,CAR_closed_2_T96,Guapira opposita,Guapira opposita,0,T96,NA
CAR,closed,2,CAR_closed_2_T96,Inga edulis,Inga edulis,1,T96,NA
CAR,closed,2,CAR_closed_2_T96,Lacistema pubescens,Lacistema pubescens,1,T96,NA
CAR,closed,2,CAR_closed_2_T96,Marlierea obscura,Marlierea obscura,1,T96,NA
CAR,closed,2,CAR_closed_2_T96,Matayba guianensis,Matayba guianensis,1,T96,NA
CAR,closed,2,CAR_closed_2_T96,Maytenus robusta,Maytenus robusta,1,T96,NA
CAR,closed,2,CAR_closed_2_T96,Metrodorea nigra,Metrodorea nigra,0,T96,NA
CAR,closed,2,CAR_closed_2_T96,Mollinedia schottiana,Mollinedia schottiana,1,T96,NA
CAR,closed,2,CAR_closed_2_T96,Ouratea parviflora,Ouratea parviflora,3,T96,NA
CAR,closed,2,CAR_closed_2_T96,Sloanea guianensis,Sloanea guianensis,2,T96,NA
CAR,closed,2,CAR_closed_2_T96,Strychnos trinervis,Strychnos trinervis,0,T96,NA
CAR,closed,2,CAR_closed_2_T96,Virola bicuhyba,Virola bicuhyba,2,T96,NA
CAR,closed,2,CAR_closed_2_T96,Virola gardneri,Virola gardneri,1,T96,NA
CAR,closed,3,CAR_closed_3_T0,Dalbergia frutescens,Dalbergia frutescens,1,T0,NA
CAR,closed,3,CAR_closed_3_T0,Eugenia cuprea,Eugenia cuprea,7,T0,NA
CAR,closed,3,CAR_closed_3_T0,Euterpe edulis,Euterpe edulis,2,T0,NA
CAR,closed,3,CAR_closed_3_T0,Guarea macrophylla,Guarea macrophylla,1,T0,NA
CAR,closed,3,CAR_closed_3_T0,Heliconia velloziana,Heliconia velloziana,3,T0,NA
CAR,closed,3,CAR_closed_3_T0,Mollinedia schottiana,Mollinedia schottiana,1,T0,NA
CAR,closed,3,CAR_closed_3_T0,Psychotria nuda,Psychotria nuda,3,T0,NA
CAR,closed,3,CAR_closed_3_T0,Sorocea bonplandii,Sorocea bonplandii,0,T0,NA
CAR,closed,3,CAR_closed_3_T12,Dalbergia frutescens,Dalbergia frutescens,1,T12,NA
CAR,closed,3,CAR_closed_3_T12,Eugenia cuprea,Eugenia cuprea,7,T12,NA
CAR,closed,3,CAR_closed_3_T12,Euterpe edulis,Euterpe edulis,1,T12,NA
CAR,closed,3,CAR_closed_3_T12,Guarea macrophylla,Guarea macrophylla,1,T12,NA
CAR,closed,3,CAR_closed_3_T12,Heliconia velloziana,Heliconia velloziana,3,T12,NA
CAR,closed,3,CAR_closed_3_T12,Mollinedia schottiana,Mollinedia schottiana,1,T12,NA
CAR,closed,3,CAR_closed_3_T12,Psychotria nuda,Psychotria nuda,2,T12,NA
CAR,closed,3,CAR_closed_3_T12,Sorocea bonplandii,Sorocea bonplandii,1,T12,NA
CAR,closed,3,CAR_closed_3_T18,Dalbergia frutescens,Dalbergia frutescens,1,T18,NA
CAR,closed,3,CAR_closed_3_T18,Eugenia cuprea,Eugenia cuprea,7,T18,NA
CAR,closed,3,CAR_closed_3_T18,Euterpe edulis,Euterpe edulis,1,T18,NA
CAR,closed,3,CAR_closed_3_T18,Guarea macrophylla,Guarea macrophylla,1,T18,NA
CAR,closed,3,CAR_closed_3_T18,Heliconia velloziana,Heliconia velloziana,3,T18,NA
CAR,closed,3,CAR_closed_3_T18,Mollinedia schottiana,Mollinedia schottiana,1,T18,NA
CAR,closed,3,CAR_closed_3_T18,Psychotria nuda,Psychotria nuda,2,T18,NA
CAR,closed,3,CAR_closed_3_T18,Sorocea bonplandii,Sorocea bonplandii,1,T18,NA
CAR,closed,3,CAR_closed_3_T24,Dalbergia frutescens,Dalbergia frutescens,1,T24,NA
CAR,closed,3,CAR_closed_3_T24,Eugenia cuprea,Eugenia cuprea,8,T24,NA
CAR,closed,3,CAR_closed_3_T24,Euterpe edulis,Euterpe edulis,1,T24,NA
CAR,closed,3,CAR_closed_3_T24,Guarea macrophylla,Guarea macrophylla,1,T24,NA
CAR,closed,3,CAR_closed_3_T24,Heliconia velloziana,Heliconia velloziana,3,T24,NA
CAR,closed,3,CAR_closed_3_T24,Mollinedia schottiana,Mollinedia schottiana,1,T24,NA
CAR,closed,3,CAR_closed_3_T24,Psychotria nuda,Psychotria nuda,2,T24,NA
CAR,closed,3,CAR_closed_3_T24,Sorocea bonplandii,Sorocea bonplandii,1,T24,NA
CAR,closed,3,CAR_closed_3_T30,Dalbergia frutescens,Dalbergia frutescens,1,T30,NA
CAR,closed,3,CAR_closed_3_T30,Eugenia cuprea,Eugenia cuprea,9,T30,NA
CAR,closed,3,CAR_closed_3_T30,Euterpe edulis,Euterpe edulis,1,T30,NA
CAR,closed,3,CAR_closed_3_T30,Guarea macrophylla,Guarea macrophylla,1,T30,NA
CAR,closed,3,CAR_closed_3_T30,Heliconia velloziana,Heliconia velloziana,3,T30,NA
CAR,closed,3,CAR_closed_3_T30,Mollinedia schottiana,Mollinedia schottiana,1,T30,NA
CAR,closed,3,CAR_closed_3_T30,Psychotria nuda,Psychotria nuda,2,T30,NA
CAR,closed,3,CAR_closed_3_T30,Sorocea bonplandii,Sorocea bonplandii,1,T30,NA
CAR,closed,3,CAR_closed_3_T36,Dalbergia frutescens,Dalbergia frutescens,2,T36,NA
CAR,closed,3,CAR_closed_3_T36,Eugenia cuprea,Eugenia cuprea,8,T36,NA
CAR,closed,3,CAR_closed_3_T36,Euterpe edulis,Euterpe edulis,2,T36,NA
CAR,closed,3,CAR_closed_3_T36,Guarea macrophylla,Guarea macrophylla,1,T36,NA
CAR,closed,3,CAR_closed_3_T36,Heliconia velloziana,Heliconia velloziana,3,T36,NA
CAR,closed,3,CAR_closed_3_T36,Mollinedia schottiana,Mollinedia schottiana,2,T36,NA
CAR,closed,3,CAR_closed_3_T36,Psychotria nuda,Psychotria nuda,3,T36,NA
CAR,closed,3,CAR_closed_3_T36,Sorocea bonplandii,Sorocea bonplandii,1,T36,NA
CAR,closed,3,CAR_closed_3_T42,Dalbergia frutescens,Dalbergia frutescens,2,T42,NA
CAR,closed,3,CAR_closed_3_T42,Eugenia cuprea,Eugenia cuprea,7,T42,NA
CAR,closed,3,CAR_closed_3_T42,Euterpe edulis,Euterpe edulis,2,T42,NA
CAR,closed,3,CAR_closed_3_T42,Guarea macrophylla,Guarea macrophylla,1,T42,NA
CAR,closed,3,CAR_closed_3_T42,Heliconia velloziana,Heliconia velloziana,2,T42,NA
CAR,closed,3,CAR_closed_3_T42,Mollinedia schottiana,Mollinedia schottiana,2,T42,NA
CAR,closed,3,CAR_closed_3_T42,Psychotria nuda,Psychotria nuda,2,T42,NA
CAR,closed,3,CAR_closed_3_T42,Sorocea bonplandii,Sorocea bonplandii,1,T42,NA
CAR,closed,3,CAR_closed_3_T48,Dalbergia frutescens,Dalbergia frutescens,2,T48,NA
CAR,closed,3,CAR_closed_3_T48,Eugenia cuprea,Eugenia cuprea,8,T48,NA
CAR,closed,3,CAR_closed_3_T48,Euterpe edulis,Euterpe edulis,1,T48,NA
CAR,closed,3,CAR_closed_3_T48,Guarea macrophylla,Guarea macrophylla,1,T48,NA
CAR,closed,3,CAR_closed_3_T48,Heliconia velloziana,Heliconia velloziana,2,T48,NA
CAR,closed,3,CAR_closed_3_T48,Mollinedia schottiana,Mollinedia schottiana,2,T48,NA
CAR,closed,3,CAR_closed_3_T48,Psychotria nuda,Psychotria nuda,2,T48,NA
CAR,closed,3,CAR_closed_3_T48,Sorocea bonplandii,Sorocea bonplandii,1,T48,NA
CAR,closed,3,CAR_closed_3_T54,Dalbergia frutescens,Dalbergia frutescens,2,T54,NA
CAR,closed,3,CAR_closed_3_T54,Eugenia cuprea,Eugenia cuprea,8,T54,NA
CAR,closed,3,CAR_closed_3_T54,Euterpe edulis,Euterpe edulis,0,T54,NA
CAR,closed,3,CAR_closed_3_T54,Guarea macrophylla,Guarea macrophylla,1,T54,NA
CAR,closed,3,CAR_closed_3_T54,Heliconia velloziana,Heliconia velloziana,2,T54,NA
CAR,closed,3,CAR_closed_3_T54,Mollinedia schottiana,Mollinedia schottiana,2,T54,NA
CAR,closed,3,CAR_closed_3_T54,Psychotria nuda,Psychotria nuda,1,T54,NA
CAR,closed,3,CAR_closed_3_T54,Sorocea bonplandii,Sorocea bonplandii,1,T54,NA
CAR,closed,3,CAR_closed_3_T6,Dalbergia frutescens,Dalbergia frutescens,1,T6,NA
CAR,closed,3,CAR_closed_3_T6,Eugenia cuprea,Eugenia cuprea,7,T6,NA
CAR,closed,3,CAR_closed_3_T6,Euterpe edulis,Euterpe edulis,1,T6,NA
CAR,closed,3,CAR_closed_3_T6,Guarea macrophylla,Guarea macrophylla,1,T6,NA
CAR,closed,3,CAR_closed_3_T6,Heliconia velloziana,Heliconia velloziana,3,T6,NA
CAR,closed,3,CAR_closed_3_T6,Mollinedia schottiana,Mollinedia schottiana,1,T6,NA
CAR,closed,3,CAR_closed_3_T6,Psychotria nuda,Psychotria nuda,2,T6,NA
CAR,closed,3,CAR_closed_3_T6,Sorocea bonplandii,Sorocea bonplandii,0,T6,NA
CAR,closed,3,CAR_closed_3_T60,Dalbergia frutescens,Dalbergia frutescens,2,T60,NA
CAR,closed,3,CAR_closed_3_T60,Eugenia cuprea,Eugenia cuprea,7,T60,NA
CAR,closed,3,CAR_closed_3_T60,Euterpe edulis,Euterpe edulis,0,T60,NA
CAR,closed,3,CAR_closed_3_T60,Guarea macrophylla,Guarea macrophylla,1,T60,NA
CAR,closed,3,CAR_closed_3_T60,Heliconia velloziana,Heliconia velloziana,2,T60,NA
CAR,closed,3,CAR_closed_3_T60,Mollinedia schottiana,Mollinedia schottiana,2,T60,NA
CAR,closed,3,CAR_closed_3_T60,Psychotria nuda,Psychotria nuda,1,T60,NA
CAR,closed,3,CAR_closed_3_T60,Sorocea bonplandii,Sorocea bonplandii,1,T60,NA
CAR,closed,3,CAR_closed_3_T66,Dalbergia frutescens,Dalbergia frutescens,2,T66,NA
CAR,closed,3,CAR_closed_3_T66,Eugenia cuprea,Eugenia cuprea,4,T66,NA
CAR,closed,3,CAR_closed_3_T66,Euterpe edulis,Euterpe edulis,0,T66,NA
CAR,closed,3,CAR_closed_3_T66,Guarea macrophylla,Guarea macrophylla,1,T66,NA
CAR,closed,3,CAR_closed_3_T66,Heliconia velloziana,Heliconia velloziana,2,T66,NA
CAR,closed,3,CAR_closed_3_T66,Mollinedia schottiana,Mollinedia schottiana,1,T66,NA
CAR,closed,3,CAR_closed_3_T66,Psychotria nuda,Psychotria nuda,1,T66,NA
CAR,closed,3,CAR_closed_3_T66,Sorocea bonplandii,Sorocea bonplandii,0,T66,NA
CAR,closed,3,CAR_closed_3_T72,Dalbergia frutescens,Dalbergia frutescens,2,T72,NA
CAR,closed,3,CAR_closed_3_T72,Eugenia cuprea,Eugenia cuprea,5,T72,NA
CAR,closed,3,CAR_closed_3_T72,Euterpe edulis,Euterpe edulis,0,T72,NA
CAR,closed,3,CAR_closed_3_T72,Guarea macrophylla,Guarea macrophylla,1,T72,NA
CAR,closed,3,CAR_closed_3_T72,Heliconia velloziana,Heliconia velloziana,2,T72,NA
CAR,closed,3,CAR_closed_3_T72,Mollinedia schottiana,Mollinedia schottiana,1,T72,NA
CAR,closed,3,CAR_closed_3_T72,Psychotria nuda,Psychotria nuda,1,T72,NA
CAR,closed,3,CAR_closed_3_T72,Sorocea bonplandii,Sorocea bonplandii,0,T72,NA
CAR,closed,3,CAR_closed_3_T78,Dalbergia frutescens,Dalbergia frutescens,2,T78,NA
CAR,closed,3,CAR_closed_3_T78,Eugenia cuprea,Eugenia cuprea,5,T78,NA
CAR,closed,3,CAR_closed_3_T78,Euterpe edulis,Euterpe edulis,0,T78,NA
CAR,closed,3,CAR_closed_3_T78,Guarea macrophylla,Guarea macrophylla,1,T78,NA
CAR,closed,3,CAR_closed_3_T78,Heliconia velloziana,Heliconia velloziana,2,T78,NA
CAR,closed,3,CAR_closed_3_T78,Mollinedia schottiana,Mollinedia schottiana,1,T78,NA
CAR,closed,3,CAR_closed_3_T78,Psychotria nuda,Psychotria nuda,1,T78,NA
CAR,closed,3,CAR_closed_3_T78,Sorocea bonplandii,Sorocea bonplandii,1,T78,NA
CAR,closed,3,CAR_closed_3_T84,Dalbergia frutescens,Dalbergia frutescens,2,T84,NA
CAR,closed,3,CAR_closed_3_T84,Eugenia cuprea,Eugenia cuprea,6,T84,NA
CAR,closed,3,CAR_closed_3_T84,Euterpe edulis,Euterpe edulis,0,T84,NA
CAR,closed,3,CAR_closed_3_T84,Guarea macrophylla,Guarea macrophylla,1,T84,NA
CAR,closed,3,CAR_closed_3_T84,Heliconia velloziana,Heliconia velloziana,2,T84,NA
CAR,closed,3,CAR_closed_3_T84,Mollinedia schottiana,Mollinedia schottiana,1,T84,NA
CAR,closed,3,CAR_closed_3_T84,Psychotria nuda,Psychotria nuda,1,T84,NA
CAR,closed,3,CAR_closed_3_T84,Sorocea bonplandii,Sorocea bonplandii,1,T84,NA
CAR,closed,3,CAR_closed_3_T90,Dalbergia frutescens,Dalbergia frutescens,2,T90,NA
CAR,closed,3,CAR_closed_3_T90,Eugenia cuprea,Eugenia cuprea,5,T90,NA
CAR,closed,3,CAR_closed_3_T90,Euterpe edulis,Euterpe edulis,0,T90,NA
CAR,closed,3,CAR_closed_3_T90,Guarea macrophylla,Guarea macrophylla,1,T90,NA
CAR,closed,3,CAR_closed_3_T90,Heliconia velloziana,Heliconia velloziana,2,T90,NA
CAR,closed,3,CAR_closed_3_T90,Mollinedia schottiana,Mollinedia schottiana,1,T90,NA
CAR,closed,3,CAR_closed_3_T90,Psychotria nuda,Psychotria nuda,1,T90,NA
CAR,closed,3,CAR_closed_3_T90,Sorocea bonplandii,Sorocea bonplandii,1,T90,NA
CAR,closed,3,CAR_closed_3_T96,Dalbergia frutescens,Dalbergia frutescens,2,T96,NA
CAR,closed,3,CAR_closed_3_T96,Eugenia cuprea,Eugenia cuprea,5,T96,NA
CAR,closed,3,CAR_closed_3_T96,Euterpe edulis,Euterpe edulis,0,T96,NA
CAR,closed,3,CAR_closed_3_T96,Guarea macrophylla,Guarea macrophylla,1,T96,NA
CAR,closed,3,CAR_closed_3_T96,Heliconia velloziana,Heliconia velloziana,2,T96,NA
CAR,closed,3,CAR_closed_3_T96,Mollinedia schottiana,Mollinedia schottiana,1,T96,NA
CAR,closed,3,CAR_closed_3_T96,Psychotria nuda,Psychotria nuda,1,T96,NA
CAR,closed,3,CAR_closed_3_T96,Sorocea bonplandii,Sorocea bonplandii,1,T96,NA
CAR,closed,4,CAR_closed_4_T0,Dalbergia frutescens,Dalbergia frutescens,0,T0,NA
CAR,closed,4,CAR_closed_4_T0,Eugenia cerasiflora,Eugenia cerasiflora,2,T0,NA
CAR,closed,4,CAR_closed_4_T0,Eugenia neoglomerata,Eugenia neoglomerata,1,T0,NA
CAR,closed,4,CAR_closed_4_T0,Euterpe edulis,Euterpe edulis,2,T0,NA
CAR,closed,4,CAR_closed_4_T0,Garcinia gardneriana,Garcinia gardneriana,6,T0,NA
CAR,closed,4,CAR_closed_4_T0,Geonoma pauciflora,Geonoma pauciflora,3,T0,NA
CAR,closed,4,CAR_closed_4_T0,Heisteria silvianii,Heisteria silvianii,2,T0,NA
CAR,closed,4,CAR_closed_4_T0,Hirtella hebeclada,Hirtella hebeclada,0,T0,NA
CAR,closed,4,CAR_closed_4_T0,Malouetia cestroides,Malouetia cestroides,2,T0,NA
CAR,closed,4,CAR_closed_4_T0,Mollinedia schottiana,Mollinedia schottiana,1,T0,NA
CAR,closed,4,CAR_closed_4_T0,Psychotria nuda,Psychotria nuda,1,T0,NA
CAR,closed,4,CAR_closed_4_T0,Sloanea guianensis,Sloanea guianensis,1,T0,NA
CAR,closed,4,CAR_closed_4_T12,Dalbergia frutescens,Dalbergia frutescens,0,T12,NA
CAR,closed,4,CAR_closed_4_T12,Eugenia cerasiflora,Eugenia cerasiflora,2,T12,NA
CAR,closed,4,CAR_closed_4_T12,Eugenia neoglomerata,Eugenia neoglomerata,1,T12,NA
CAR,closed,4,CAR_closed_4_T12,Euterpe edulis,Euterpe edulis,1,T12,NA
CAR,closed,4,CAR_closed_4_T12,Garcinia gardneriana,Garcinia gardneriana,6,T12,NA
CAR,closed,4,CAR_closed_4_T12,Geonoma pauciflora,Geonoma pauciflora,3,T12,NA
CAR,closed,4,CAR_closed_4_T12,Heisteria silvianii,Heisteria silvianii,2,T12,NA
CAR,closed,4,CAR_closed_4_T12,Hirtella hebeclada,Hirtella hebeclada,0,T12,NA
CAR,closed,4,CAR_closed_4_T12,Malouetia cestroides,Malouetia cestroides,2,T12,NA
CAR,closed,4,CAR_closed_4_T12,Mollinedia schottiana,Mollinedia schottiana,1,T12,NA
CAR,closed,4,CAR_closed_4_T12,Psychotria nuda,Psychotria nuda,1,T12,NA
CAR,closed,4,CAR_closed_4_T12,Sloanea guianensis,Sloanea guianensis,1,T12,NA
CAR,closed,4,CAR_closed_4_T18,Dalbergia frutescens,Dalbergia frutescens,0,T18,NA
CAR,closed,4,CAR_closed_4_T18,Eugenia cerasiflora,Eugenia cerasiflora,2,T18,NA
CAR,closed,4,CAR_closed_4_T18,Eugenia neoglomerata,Eugenia neoglomerata,1,T18,NA
CAR,closed,4,CAR_closed_4_T18,Euterpe edulis,Euterpe edulis,1,T18,NA
CAR,closed,4,CAR_closed_4_T18,Garcinia gardneriana,Garcinia gardneriana,7,T18,NA
CAR,closed,4,CAR_closed_4_T18,Geonoma pauciflora,Geonoma pauciflora,2,T18,NA
CAR,closed,4,CAR_closed_4_T18,Heisteria silvianii,Heisteria silvianii,2,T18,NA
CAR,closed,4,CAR_closed_4_T18,Hirtella hebeclada,Hirtella hebeclada,0,T18,NA
CAR,closed,4,CAR_closed_4_T18,Malouetia cestroides,Malouetia cestroides,2,T18,NA
CAR,closed,4,CAR_closed_4_T18,Mollinedia schottiana,Mollinedia schottiana,2,T18,NA
CAR,closed,4,CAR_closed_4_T18,Psychotria nuda,Psychotria nuda,1,T18,NA
CAR,closed,4,CAR_closed_4_T18,Sloanea guianensis,Sloanea guianensis,1,T18,NA
CAR,closed,4,CAR_closed_4_T24,Dalbergia frutescens,Dalbergia frutescens,0,T24,NA
CAR,closed,4,CAR_closed_4_T24,Eugenia cerasiflora,Eugenia cerasiflora,2,T24,NA
CAR,closed,4,CAR_closed_4_T24,Eugenia neoglomerata,Eugenia neoglomerata,1,T24,NA
CAR,closed,4,CAR_closed_4_T24,Euterpe edulis,Euterpe edulis,2,T24,NA
CAR,closed,4,CAR_closed_4_T24,Garcinia gardneriana,Garcinia gardneriana,11,T24,NA
CAR,closed,4,CAR_closed_4_T24,Geonoma pauciflora,Geonoma pauciflora,3,T24,NA
CAR,closed,4,CAR_closed_4_T24,Heisteria silvianii,Heisteria silvianii,2,T24,NA
CAR,closed,4,CAR_closed_4_T24,Hirtella hebeclada,Hirtella hebeclada,0,T24,NA
